srno,Sowing_Time,Region,Min_Temp,Max_Temp,Soil_pH,Soil_Type,Min_Rainfall,Max_Rainfall,Rainfall,Temperature,Crop
1243,march,assam,16,28,5.5,loamy soil,130,140,135,22,zennia
1244,april,assam,16,28,5.5,loamy soil,130,140,135,22,zennia
1245,march,bihar,16,28,5.5,loamy soil,130,140,135,22,zennia
1246,april,bihar,16,28,5.5,loamy soil,130,140,135,22,zennia
1247,march,chhattisgarh,16,28,5.5,loamy soil,130,140,135,22,zennia
1248,april,chhattisgarh,16,28,5.5,loamy soil,130,140,135,22,zennia
1249,march,goa,16,28,5.5,loamy soil,130,140,135,22,zennia
1250,april,goa,16,28,5.5,loamy soil,130,140,135,22,zennia
1251,march,gujrat,16,28,5.5,loamy soil,130,140,135,22,zennia
1252,april,gujrat,16,28,5.5,loamy soil,130,140,135,22,zennia
1253,march,haryana,16,28,5.5,loamy soil,130,140,135,22,zennia
1254,april,haryana,16,28,5.5,loamy soil,130,140,135,22,zennia
1255,march,himachal pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1256,april,himachal pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1257,march,jammu kashmir,16,28,5.5,loamy soil,130,140,135,22,zennia
1258,april,jammu kashmir,16,28,5.5,loamy soil,130,140,135,22,zennia
1259,march,jharkhand,16,28,5.5,loamy soil,130,140,135,22,zennia
1260,april,jharkhand,16,28,5.5,loamy soil,130,140,135,22,zennia
1261,march,karnataka,16,28,5.5,loamy soil,130,140,135,22,zennia
1262,april,karnataka,16,28,5.5,loamy soil,130,140,135,22,zennia
1263,march,kerala,16,28,5.5,loamy soil,130,140,135,22,zennia
1264,april,kerala,16,28,5.5,loamy soil,130,140,135,22,zennia
1265,march,madhya pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1266,april,madhya pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1267,march,maharashtra,16,28,5.5,loamy soil,130,140,135,22,zennia
1268,april,maharashtra,16,28,5.5,loamy soil,130,140,135,22,zennia
1269,march,manipur,16,28,5.5,loamy soil,130,140,135,22,zennia
1270,april,manipur,16,28,5.5,loamy soil,130,140,135,22,zennia
1271,march,meghalaya,16,28,5.5,loamy soil,130,140,135,22,zennia
1272,april,meghalaya,16,28,5.5,loamy soil,130,140,135,22,zennia
1273,march,mizoram,16,28,5.5,loamy soil,130,140,135,22,zennia
1274,april,mizoram,16,28,5.5,loamy soil,130,140,135,22,zennia
1275,march,nagaland,16,28,5.5,loamy soil,130,140,135,22,zennia
1276,april,nagaland,16,28,5.5,loamy soil,130,140,135,22,zennia
1277,march,odisha,16,28,5.5,loamy soil,130,140,135,22,zennia
1278,april,odisha,16,28,5.5,loamy soil,130,140,135,22,zennia
1279,march,punjab,16,28,5.5,loamy soil,130,140,135,22,zennia
1280,april,punjab,16,28,5.5,loamy soil,130,140,135,22,zennia
1281,march,rajasthan,16,28,5.5,loamy soil,130,140,135,22,zennia
1282,april,rajasthan,16,28,5.5,loamy soil,130,140,135,22,zennia
1283,march,sikkim,16,28,5.5,loamy soil,130,140,135,22,zennia
1284,april,sikkim,16,28,5.5,loamy soil,130,140,135,22,zennia
1285,march,tamil nadu,16,28,5.5,loamy soil,130,140,135,22,zennia
1286,april,tamil nadu,16,28,5.5,loamy soil,130,140,135,22,zennia
1287,march,telangana,16,28,5.5,loamy soil,130,140,135,22,zennia
1288,april,telangana,16,28,5.5,loamy soil,130,140,135,22,zennia
1289,march,tripura,16,28,5.5,loamy soil,130,140,135,22,zennia
1290,april,tripura,16,28,5.5,loamy soil,130,140,135,22,zennia
1291,march,uttar pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1292,april,uttar pradesh,16,28,5.5,loamy soil,130,140,135,22,zennia
1293,march,uttarakhand,16,28,5.5,loamy soil,130,140,135,22,zennia
1294,april,uttarakhand,16,28,5.5,loamy soil,130,140,135,22,zennia
1295,march,west bengal,16,28,5.5,loamy soil,130,140,135,22,zennia
1296,april,west bengal,16,28,5.5,loamy soil,130,140,135,22,zennia
1297,march,andaman nicobar,16,28,5.5,loamy soil,130,140,135,22,zennia
1298,april,andaman nicobar,16,28,5.5,loamy soil,130,140,135,22,zennia
1299,march,chandigarh,16,28,5.5,loamy soil,130,140,135,22,zennia
1300,april,chandigarh,16,28,5.5,loamy soil,130,140,135,22,zennia
1301,march,dadra nagar haveli,16,28,5.5,loamy soil,130,140,135,22,zennia
1302,april,dadra nagar haveli,16,28,5.5,loamy soil,130,140,135,22,zennia
1303,march,daman diu,16,28,5.5,loamy soil,130,140,135,22,zennia
1304,april,daman diu,16,28,5.5,loamy soil,130,140,135,22,zennia
1305,march,delhi,16,28,5.5,loamy soil,130,140,135,22,zennia
1306,april,delhi,16,28,5.5,loamy soil,130,140,135,22,zennia
1307,march,lakshadweep,16,28,5.5,loamy soil,130,140,135,22,zennia
1308,april,lakshadweep,16,28,5.5,loamy soil,130,140,135,22,zennia
1309,march,puducherry,16,28,5.5,loamy soil,130,140,135,22,zennia
1310,april,puducherry,16,28,5.5,loamy soil,130,140,135,22,zennia
1311,march,punjab,7,40,6.5,loamy soil,145,155,150,23.5,peach
1312,march,punjab,7,40,6.5,clay soil,145,155,150,23.5,peach
1313,april,punjab,7,40,6.5,loamy soil,145,155,150,23.5,peach
1314,april,punjab,7,40,6.5,clay soil,145,155,150,23.5,peach
1315,may,punjab,7,40,6.5,loamy soil,145,155,150,23.5,peach
1316,may,punjab,7,40,6.5,clay soil,145,155,150,23.5,peach
1317,march,jammu kashmir,7,40,6.5,loamy soil,145,155,150,23.5,peach
1318,march,jammu kashmir,7,40,6.5,clay soil,145,155,150,23.5,peach
1319,april,jammu kashmir,7,40,6.5,loamy soil,145,155,150,23.5,peach
1320,april,jammu kashmir,7,40,6.5,clay soil,145,155,150,23.5,peach
1321,may,jammu kashmir,7,40,6.5,loamy soil,145,155,150,23.5,peach
1322,may,jammu kashmir,7,40,6.5,clay soil,145,155,150,23.5,peach
1323,march,uttar pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1324,march,uttar pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1325,april,uttar pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1326,april,uttar pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1327,may,uttar pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1328,may,uttar pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1329,march,himachal pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1330,march,himachal pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1331,april,himachal pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1332,april,himachal pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1333,may,himachal pradesh,7,40,6.5,loamy soil,145,155,150,23.5,peach
1334,may,himachal pradesh,7,40,6.5,clay soil,145,155,150,23.5,peach
1335,january,jammu kashmir,21,24,6,loamy soil,105,115,110,22.5,apple
1336,february,himachal pradesh,21,24,6,loamy soil,105,115,110,22.5,apple
1337,march,uttarakhand,21,24,6,loamy soil,105,115,110,22.5,apple
1338,april,uttar pradesh,21,24,6,loamy soil,105,115,110,22.5,apple
1339,may,tamil nadu,21,24,6,loamy soil,105,115,110,22.5,apple
1340,june,arunachal pradesh,21,24,6,loamy soil,105,115,110,22.5,apple
1341,july,manipur,21,24,6,loamy soil,105,115,110,22.5,apple
1342,december,himachal pradesh,16,32,6.4,loamy soil,90,100,95,24,apricot
1343,january,himachal pradesh,16,32,6.4,loamy soil,90,100,95,24,apricot
1344,february,himachal pradesh,16,32,6.4,loamy soil,90,100,95,24,apricot
1345,march,himachal pradesh,16,32,6.4,loamy soil,90,100,95,24,apricot
1346,december,jammu kashmir,16,32,6.4,loamy soil,90,100,95,24,apricot
1347,december,uttarakhand,16,32,6.4,loamy soil,90,100,95,24,apricot
1348,january,jammu kashmir,16,32,6.4,loamy soil,90,100,95,24,apricot
1349,february,jammu kashmir,16,32,6.4,loamy soil,90,100,95,24,apricot
1350,january,uttarakhand,16,32,6.4,loamy soil,90,100,95,24,apricot
1351,march,jammu kashmir,16,32,6.4,loamy soil,90,100,95,24,apricot
1352,february,uttarakhand,16,32,6.4,loamy soil,90,100,95,24,apricot
1353,march,uttarakhand,16,32,6.4,loamy soil,90,100,95,24,apricot
1354,february,uttar pradesh,16,32,6.4,loamy soil,90,100,95,24,apricot
1355,january,tamil nadu,16,29,6.25,loamy soil,100,130,115,22.5,avocado
1356,february,tamil nadu,16,29,6.25,loamy soil,101,130,115.5,22.5,avocado
1357,march,tamil nadu,16,29,6.25,loamy soil,102,130,116,22.5,avocado
1358,april,tamil nadu,16,29,6.25,loamy soil,103,130,116.5,22.5,avocado
1359,may,tamil nadu,16,29,6.25,loamy soil,104,130,117,22.5,avocado
1360,june,tamil nadu,16,29,6.25,loamy soil,105,130,117.5,22.5,avocado
1361,july,tamil nadu,16,29,6.25,loamy soil,106,130,118,22.5,avocado
1362,august,tamil nadu,16,29,6.25,loamy soil,107,130,118.5,22.5,avocado
1363,october,tamil nadu,16,29,6.25,loamy soil,108,130,119,22.5,avocado
1364,january,kerala,16,29,6.25,loamy soil,100,130,115,22.5,avocado
1365,february,kerala,16,29,6.25,loamy soil,101,130,115.5,22.5,avocado
1366,march,kerala,16,29,6.25,loamy soil,102,130,116,22.5,avocado
1367,april,kerala,16,29,6.25,loamy soil,103,130,116.5,22.5,avocado
1368,may,kerala,16,29,6.25,loamy soil,104,130,117,22.5,avocado
1369,june,kerala,16,29,6.25,loamy soil,105,130,117.5,22.5,avocado
1370,july,kerala,16,29,6.25,loamy soil,106,130,118,22.5,avocado
1371,august,kerala,16,29,6.25,loamy soil,107,130,118.5,22.5,avocado
1372,october,kerala,16,29,6.25,loamy soil,108,130,119,22.5,avocado
1373,january,maharashtra,16,29,6.25,loamy soil,100,130,115,22.5,avocado
1374,february,maharashtra,16,29,6.25,loamy soil,101,130,115.5,22.5,avocado
1375,march,maharashtra,16,29,6.25,loamy soil,102,130,116,22.5,avocado
1376,april,maharashtra,16,29,6.25,loamy soil,103,130,116.5,22.5,avocado
1377,may,maharashtra,16,29,6.25,loamy soil,104,130,117,22.5,avocado
1378,june,maharashtra,16,29,6.25,loamy soil,105,130,117.5,22.5,avocado
1379,july,maharashtra,16,29,6.25,loamy soil,106,130,118,22.5,avocado
1380,august,maharashtra,16,29,6.25,loamy soil,107,130,118.5,22.5,avocado
1381,october,maharashtra,16,29,6.25,loamy soil,108,130,119,22.5,avocado
1382,january,karnataka,16,29,6.25,loamy soil,100,130,115,22.5,avocado
1383,february,karnataka,16,29,6.25,loamy soil,101,130,115.5,22.5,avocado
1384,march,karnataka,16,29,6.25,loamy soil,102,130,116,22.5,avocado
1385,april,karnataka,16,29,6.25,loamy soil,103,130,116.5,22.5,avocado
1386,may,karnataka,16,29,6.25,loamy soil,104,130,117,22.5,avocado
1387,june,karnataka,16,29,6.25,loamy soil,105,130,117.5,22.5,avocado
1388,july,karnataka,16,29,6.25,loamy soil,106,130,118,22.5,avocado
1389,august,karnataka,16,29,6.25,loamy soil,107,130,118.5,22.5,avocado
1390,october,karnataka,16,29,6.25,loamy soil,108,130,119,22.5,avocado
1391,january,sikkim,16,29,6.25,loamy soil,100,130,115,22.5,avocado
1392,february,sikkim,16,29,6.25,loamy soil,101,130,115.5,22.5,avocado
1393,march,sikkim,16,29,6.25,loamy soil,102,130,116,22.5,avocado
1394,april,sikkim,16,29,6.25,loamy soil,103,130,116.5,22.5,avocado
1395,may,sikkim,16,29,6.25,loamy soil,104,130,117,22.5,avocado
1396,june,sikkim,16,29,6.25,loamy soil,105,130,117.5,22.5,avocado
1397,july,sikkim,16,29,6.25,loamy soil,106,130,118,22.5,avocado
1398,august,sikkim,16,29,6.25,loamy soil,107,130,118.5,22.5,avocado
1399,october,sikkim,16,29,6.25,loamy soil,108,130,119,22.5,avocado
1400,june,maharashtra,15,35,7,loamy soil,65,75,70,25,banana
1401,july,maharashtra,15,35,7,black cotton soil,65,75,70,25,banana
1402,october,maharashtra,15,35,7,loamy soil,65,75,70,25,banana
1403,november,maharashtra,15,35,7,black cotton soil,65,75,70,25,banana
1404,february,tamil nadu,15,35,7,loamy soil,65,75,70,25,banana
1405,march,tamil nadu,15,35,7,black cotton soil,65,75,70,25,banana
1406,april,tamil nadu,15,35,7,loamy soil,65,75,70,25,banana
1407,november,tamil nadu,15,35,7,black cotton soil,65,75,70,25,banana
1408,december,tamil nadu,15,35,7,loamy soil,65,75,70,25,banana
1409,april,kerala,15,35,7,black cotton soil,65,75,70,25,banana
1410,may,kerala,15,35,7,loamy soil,65,75,70,25,banana
1411,august,kerala,15,35,7,black cotton soil,65,75,70,25,banana
1412,september,kerala,15,35,7,loamy soil,65,75,70,25,banana
1413,april,andhra pradesh,15,35,7,black cotton soil,65,75,70,25,banana
1414,may,andhra pradesh,15,35,7,loamy soil,65,75,70,25,banana
1415,june,andhra pradesh,15,35,7,black cotton soil,65,75,70,25,banana
1416,october,andhra pradesh,15,35,7,loamy soil,65,75,70,25,banana
1417,november,andhra pradesh,15,35,7,black cotton soil,65,75,70,25,banana
1418,april,karnataka,15,35,7,loamy soil,65,75,70,25,banana
1419,may,karnataka,15,35,7,black cotton soil,65,75,70,25,banana
1420,june,karnataka,15,35,7,loamy soil,65,75,70,25,banana
1421,october,karnataka,15,35,7,black cotton soil,65,75,70,25,banana
1422,november,karnataka,15,35,7,loamy soil,65,75,70,25,banana
1423,june,gujrat,15,35,7,black cotton soil,65,75,70,25,banana
1424,july,gujrat,15,35,7,loamy soil,65,75,70,25,banana
1425,october,gujrat,15,35,7,black cotton soil,65,75,70,25,banana
1426,november,gujrat,15,35,7,loamy soil,65,75,70,25,banana
1427,june,madhya pradesh,15,35,7,black cotton soil,65,75,70,25,banana
1428,july,madhya pradesh,15,35,7,loamy soil,65,75,70,25,banana
1429,october,madhya pradesh,15,35,7,black cotton soil,65,75,70,25,banana
1430,november,madhya pradesh,15,35,7,loamy soil,65,75,70,25,banana
1431,june,bihar,15,35,7,black cotton soil,65,75,70,25,banana
1432,july,bihar,15,35,7,loamy soil,65,75,70,25,banana
1433,october,bihar,15,35,7,black cotton soil,65,75,70,25,banana
1434,november,bihar,15,35,7,loamy soil,65,75,70,25,banana
1435,june,jharkhand,15,35,7,black cotton soil,65,75,70,25,banana
1436,july,jharkhand,15,35,7,loamy soil,65,75,70,25,banana
1437,october,jharkhand,15,35,7,black cotton soil,65,75,70,25,banana
1438,november,jharkhand,15,35,7,loamy soil,65,75,70,25,banana
1439,february,odisha,15,35,7,black cotton soil,65,75,70,25,banana
1440,march,odisha,15,35,7,loamy soil,65,75,70,25,banana
1441,april,odisha,15,35,7,black cotton soil,65,75,70,25,banana
1442,november,odisha,15,35,7,loamy soil,65,75,70,25,banana
1443,december,odisha,15,35,7,black cotton soil,65,75,70,25,banana
1444,february,west bengal,15,35,7,loamy soil,65,75,70,25,banana
1445,march,west bengal,15,35,7,black cotton soil,65,75,70,25,banana
1446,april,west bengal,15,35,7,loamy soil,65,75,70,25,banana
1447,november,west bengal,15,35,7,black cotton soil,65,75,70,25,banana
1448,december,west bengal,15,35,7,loamy soil,65,75,70,25,banana
1449,february,assam,15,35,7,black cotton soil,65,75,70,25,banana
1450,march,assam,15,35,7,loamy soil,65,75,70,25,banana
1451,april,assam,15,35,7,black cotton soil,65,75,70,25,banana
1452,november,assam,15,35,7,loamy soil,65,75,70,25,banana
1453,december,assam,15,35,7,black cotton soil,65,75,70,25,banana
1454,july,tamil nadu,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1455,july,kerala,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1456,july,andaman nicobar,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1457,july,arunachal pradesh,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1458,august,tamil nadu,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1459,august,kerala,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1460,august,andaman nicobar,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1461,august,arunachal pradesh,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1462,september,tamil nadu,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1463,september,kerala,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1464,september,andaman nicobar,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1465,september,arunachal pradesh,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1466,october,tamil nadu,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1467,october,kerala,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1468,october,andaman nicobar,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1469,october,arunachal pradesh,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1470,november,tamil nadu,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1471,november,kerala,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1472,november,andaman nicobar,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1473,november,arunachal pradesh,26,26,7,loamy soil,100,200,150,26,barbadoscherry
1474,november,andhra pradesh,10,40,5.75,loamy soil,145,155,150,25,cashew
1475,november,tamil nadu,10,40,5.75,loamy soil,145,155,150,25,cashew
1476,november,odisha,10,40,5.75,loamy soil,145,155,150,25,cashew
1477,november,west bengal,10,40,5.75,loamy soil,145,155,150,25,cashew
1478,november,maharashtra,10,40,5.75,loamy soil,145,155,150,25,cashew
1479,november,goa,10,40,5.75,loamy soil,145,155,150,25,cashew
1480,november,kerala,10,40,5.75,loamy soil,145,155,150,25,cashew
1481,november,karnataka,10,40,5.75,loamy soil,145,155,150,25,cashew
1482,december,himachal pradesh,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1483,january,himachal pradesh,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1484,december,jammu kashmir,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1485,january,jammu kashmir,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1486,december,uttar pradesh,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1487,january,uttar pradesh,3,12,6.75,loamy soil,107,117,112,7.5,cherry
1488,june,gujrat,10,38,7,laterite soil,170,190,180,24,chikoo
1489,july,gujrat,10,38,7,laterite soil,170,190,180,24,chikoo
1490,august,gujrat,10,38,7,laterite soil,170,190,180,24,chikoo
1491,september,gujrat,10,38,7,laterite soil,170,190,180,24,chikoo
1492,october,gujrat,10,38,7,laterite soil,170,190,180,24,chikoo
1493,june,west bengal,10,38,7,laterite soil,170,190,180,24,chikoo
1494,july,west bengal,10,38,7,laterite soil,170,190,180,24,chikoo
1495,august,west bengal,10,38,7,laterite soil,170,190,180,24,chikoo
1496,september,west bengal,10,38,7,laterite soil,170,190,180,24,chikoo
1497,october,west bengal,10,38,7,laterite soil,170,190,180,24,chikoo
1498,june,karnataka,10,38,7,laterite soil,170,190,180,24,chikoo
1499,july,karnataka,10,38,7,laterite soil,170,190,180,24,chikoo
1500,august,karnataka,10,38,7,laterite soil,170,190,180,24,chikoo
1501,september,karnataka,10,38,7,laterite soil,170,190,180,24,chikoo
1502,october,karnataka,10,38,7,laterite soil,170,190,180,24,chikoo
1503,june,andhra pradesh,10,38,7,laterite soil,170,190,180,24,chikoo
1504,july,andhra pradesh,10,38,7,laterite soil,170,190,180,24,chikoo
1505,august,andhra pradesh,10,38,7,laterite soil,170,190,180,24,chikoo
1506,september,andhra pradesh,10,38,7,laterite soil,170,190,180,24,chikoo
1507,october,andhra pradesh,10,38,7,laterite soil,170,190,180,24,chikoo
1508,june,tamil nadu,10,38,7,laterite soil,170,190,180,24,chikoo
1509,july,tamil nadu,10,38,7,laterite soil,170,190,180,24,chikoo
1510,august,tamil nadu,10,38,7,laterite soil,170,190,180,24,chikoo
1511,september,tamil nadu,10,38,7,laterite soil,170,190,180,24,chikoo
1512,october,tamil nadu,10,38,7,laterite soil,170,190,180,24,chikoo
1513,june,maharashtra,10,38,7,laterite soil,170,190,180,24,chikoo
1514,july,maharashtra,10,38,7,laterite soil,170,190,180,24,chikoo
1515,august,maharashtra,10,38,7,laterite soil,170,190,180,24,chikoo
1516,september,maharashtra,10,38,7,laterite soil,170,190,180,24,chikoo
1517,october,maharashtra,10,38,7,laterite soil,170,190,180,24,chikoo
1518,june,odisha,10,38,7,laterite soil,170,190,180,24,chikoo
1519,july,odisha,10,38,7,laterite soil,170,190,180,24,chikoo
1520,august,odisha,10,38,7,laterite soil,170,190,180,24,chikoo
1521,september,odisha,10,38,7,laterite soil,170,190,180,24,chikoo
1522,october,odisha,10,38,7,laterite soil,170,190,180,24,chikoo
1523,march,haryana,26,32,7.25,loamy soil,75,85,80,29,cucumber
1524,april,haryana,26,32,7.25,loamy soil,75,85,80,29,cucumber
1525,march,karnataka,26,32,7.25,loamy soil,75,85,80,29,cucumber
1526,april,karnataka,26,32,7.25,loamy soil,75,85,80,29,cucumber
1527,march,madhya pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1528,april,madhya pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1529,march,tamil nadu,26,32,7.25,loamy soil,75,85,80,29,cucumber
1530,april,tamil nadu,26,32,7.25,loamy soil,75,85,80,29,cucumber
1531,march,andhra pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1532,april,andhra pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1533,march,telangana,26,32,7.25,loamy soil,75,85,80,29,cucumber
1534,april,telangana,26,32,7.25,loamy soil,75,85,80,29,cucumber
1535,march,assam,26,32,7.25,loamy soil,75,85,80,29,cucumber
1536,april,assam,26,32,7.25,loamy soil,75,85,80,29,cucumber
1537,march,uttar pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1538,april,uttar pradesh,26,32,7.25,loamy soil,75,85,80,29,cucumber
1539,march,jammu kashmir,26,32,7.25,loamy soil,75,85,80,29,cucumber
1540,april,jammu kashmir,26,32,7.25,loamy soil,75,85,80,29,cucumber
1541,march,bihar,26,32,7.25,loamy soil,75,85,80,29,cucumber
1542,april,bihar,26,32,7.25,loamy soil,75,85,80,29,cucumber
1543,july,andhra pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1544,august,andhra pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1545,september,andhra pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1546,october,andhra pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1547,july,maharashtra,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1548,august,maharashtra,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1549,september,maharashtra,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1550,october,maharashtra,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1551,july,karnataka,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1552,august,karnataka,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1553,september,karnataka,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1554,october,karnataka,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1555,july,bihar,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1556,august,bihar,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1557,september,bihar,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1558,october,bihar,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1559,july,odisha,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1560,august,odisha,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1561,september,odisha,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1562,october,odisha,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1563,july,assam,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1564,august,assam,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1565,september,assam,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1566,october,assam,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1567,july,tamil nadu,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1568,august,tamil nadu,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1569,september,tamil nadu,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1570,october,tamil nadu,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1571,july,gujrat,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1572,august,gujrat,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1573,september,gujrat,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1574,october,gujrat,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1575,july,madhya pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1576,august,madhya pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1577,september,madhya pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1578,october,madhya pradesh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1579,july,chattisgarh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1580,august,chattisgarh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1581,september,chattisgarh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1582,october,chattisgarh,18,25,6,black cotton soil,60,70,65,21.5,custardapple
1583,may,gujrat,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1584,february,punjab,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1585,may,rajasthan,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1586,march,punjab,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1587,august,punjab,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1588,september,punjab,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1589,may,tamil nadu,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1590,june,gujrat,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1591,june,rajasthan,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1592,june,tamil nadu,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1593,july,gujrat,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1594,july,rajasthan,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1595,july,tamil nadu,25,40,7.5,loamy soil,0,0,0,32.5,datepalm
1596,march,maharashtra,20,30,6.25,clay soil,50,200,125,25,dragonfruit
1597,april,maharashtra,20,30,6.25,clay soil,50,200,125,25,dragonfruit
1598,may,maharashtra,20,30,6.25,clay soil,50,200,125,25,dragonfruit
1599,june,maharashtra,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1600,june,gujrat,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1601,june,uttar pradesh,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1602,june,karnataka,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1603,august,tamil nadu,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1604,july,maharashtra,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1605,july,gujrat,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1606,july,uttar pradesh,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1607,july,karnataka,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1608,september,tamil nadu,18,39,7.5,black cotton soil,70,80,75,28.5,fig
1609,september,jammu kashmir,15,35,7,clay soil,50,60,55,25,grapes
1610,october,jammu kashmir,15,35,7,clay soil,50,60,55,25,grapes
1611,september,himachal pradesh,15,35,7,clay soil,50,60,55,25,grapes
1612,october,himachal pradesh,15,35,7,clay soil,50,60,55,25,grapes
1613,september,andhra pradesh,15,35,7,clay soil,50,60,55,25,grapes
1614,october,andhra pradesh,15,35,7,clay soil,50,60,55,25,grapes
